Date,Title,News,Author,Source
"Sept 7, 2023 4:20:43 PM IST ",Strides Pharma gains more than 5% to trade near 52-week high amid internal reorganisation,"2 Min ReadStrides Pharma Science Ltd shares jumped more than five percent on Thursday after the company announced an internal restructuring under which it is acquiring a step-down subsidiary.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersThe company informed the bourses that its board on September 7 approved the acquisition of 100 percent shareholding in Strides Pharma Services Private Limited (SPSPL).SPSPL is a wholly-owned subsidiary of Arco Lab Pvt Ltd, which is a direct arm of Strides Pharma. Strides Pharma is acquiring SPSPL for a cash consideration of Rs 5 lakh, based on the valuation determined by an independent valuer, to make it a direct subsidiary.SPSPL was incorporated on July 11, 2022. It was formed to provide business support services for pharmaceutical and biopharmaceutical sector, within India and across the world. The company had nil revenue in FY23.Strides Pharma clarified that promoter or promoter group of the company do not have any interest in the proposed transaction.The company expects the transaction to be completed by September 15, 2023. The proposed acquisition will not have any impact on a consolidated basis.Strides early this month had announced the resignation of its Vice President and Head of Corporate Development and Strategy, Ankit Gupta.Strides last month approved the merger of its another wholly-owned subsidiary Vivimed Life Sciences Pvt Ltd with the company.Shares of the company rose nearly 5.5 percent on Thursday to hit a high of Rs 485.50 apiece on BSE, nearing its 52-week high of Rs 488.85 hit on August 1, 2023.The stock has rebounded around 81 percent from its 52-week lows of Rs 268.40 hit on March 21, 2023 while in the past year Strides Pharma shares have gained around 41 percent.(Edited by : Asmita Pant)
First Published: Sept 7, 2023 4:20 PM IST(Edited by : Asmita Pant)
First Published: Sept 7, 2023 4:20 PM IST(Edited by : Asmita Pant)First Published: Sept 7, 2023 4:20 PM IST","By CNBCTV18.com 
",CNBC
"Sept 7, 2023 4:09:12 PM IST ","India will remain traditional power dependent for at least a couple of decades more, says Macquarie's Sandeep Bhatia","Even as there is increased interest in renewable energy generation and added thrust and transition on and into clean energy sources in India, experts with deep insights in Indian economy say that traditional power generation methods will continue to dominate for at least the next two decades.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersSandeep Bhatia, Head of Equity and Country Head, India, at Macquarie Group, believes that thermal power will remain a cornerstone of India's energy landscape for the foreseeable future.You May Like “For the next 10 years, for a country like India, we have no option but to rely on thermal power and to that extent that sector definitely will see volume growth and expansion,” he said.Contrary to some predictions of a rapid transition to clean energy sources, Bhatia suggested that traditional power generation methods will continue to dominate for at least the next two decades.“I think the old-fashioned power is definitely there for the next 10 years if not 20 years,” he added.“Banks have given their best performance in terms of numbers. One can continue to remain invested,” he said.“The real beaten down pack which people should look at is the IT sector and there are good quality names which have not performed. It is time to look at some of these underperforming sectors and names - largecap IT names,” he mentioned.India's manufacturing, construction, and services sectors are all performing well, according to Bhatia. This broad-based growth is a positive sign for the overall economic health of the country. It suggests that various segments of the Indian economy are contributing to its development.In the energy sector, Bhatia highlighted, there is a dominant role played by public sector undertakings (PSUs). These state-owned enterprises continue to be major players in India's energy production and distribution, which underscores the significance of government involvement in the energy industry.Bhatia expressed optimism about the energy sector's valuations, suggesting that populist measures are unlikely to negatively impact them.For more details, watch the accompanying videoFirst Published: Sept 7, 2023 3:50 PM ISTFirst Published: Sept 7, 2023 3:50 PM ISTFirst Published: Sept 7, 2023 3:50 PM IST","By CNBC-TV18 
",CNBC
"Sept 7, 2023 4:07:48 PM IST ","Dixon Technologies stock may correct to Rs 4,000; Kotak explains why","3 Min ReadElectronic manufacturing services (EMS) player Dixon Technologies Ltd shares have rallied 75.84 percent in the last four months. On Thursday, the scrip gained over 2 percent to hit a day's high of Rs 5,105.00 apiece. The recent rally in Dixon's share price has made conditions to return from current market price stiff, according to Kotak Institutional Equities.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersDixon is transitioning away from slow-growing segments and where it has a large 30 per cent-plus market share to new EMS segments, exports and component manufacturing. As per Kotak, Dixon has the right credentials for the first two, thanks to free cash flow to invest, customer references and PLI scheme.In the component manufacturing, the company depends on external support — the government’s ability to incentivise collaboration with global majors for Indian companies, Kotak said.The brokerage has initiated coverage on Dixon Technologies Ltd with a 'Sell' rating and a target price of Rs 4,000, implying a 21 percent potential downside for the counter from the current market levels. Kotak has factored in a reasonable upside from the transition. It said its target multiple implies a revenue CAGR of 16 percent over FY2025-45, relying heavily on the success of the transition.""With most markets Dixon operates in likely to grow volumes at 1X GDP over the medium term, the revenue growth yields stiff conditions for its market share. This implies a 40-45 percent market share in the mobile and laptop or tablet segments by 2036 and 70-80 percent market share by 2046. We place the burden of additional growth on the market share of these two segments, as the case for brands outsourcing more to EMS players is largely limited to these segments, in our view,"" it said.Kotak expects Dixon to broadly maintain its current business returns in the EMS business over time. Taking any improvement in business returns would be too much to expect from the EMS business of Dixon beyond the period of PLI support, it said.The brokerage highlighted that Dixon’s business mix will transition over time to being dominated by segments that face competition from global majors. ""Though asset turnovers will increase, the benefit of the same would be negated by a lower margin.""FinancialsKotak expects Dixon's EBITDA/PAT to increase at a CAGR of 35 percent/42 percent during FY2023-26E. As per the brokerage, the EBITDA margin is likely to marginally improve to 4.3 percent over this period, as improvements in consumer electronics get largely negated by a sharp scale-up in the lower-margin mobile business.It expects Dixon to generate operating cash flow and free cash flow of Rs 19 billion and Rs 5 billion during FY2024-26.As per Kotak, past trends suggest sharp volatility in cash flows, margin and revenues of select EMS players in mobile phone. Dixon's success in component manufacturing depends on the government's ability to incentivise the collaboration with global majors for Indian companies, it said.First Published: Sept 7, 2023 3:59 PM ISTFirst Published: Sept 7, 2023 3:59 PM ISTFirst Published: Sept 7, 2023 3:59 PM IST","By Meghna Sen   
",CNBC
"Sept 7, 2023 3:03:37 PM IST ","Life insurance stocks in focus — LIC premiums fall the most in Aug, Max Financial 'best' performer","2 Min ReadStocks of some life insurance companies surged on Thursday, September 7, as soon as August's insurance numbers were announced. The shares of Max Financial Services, the holding company for Max Life Insurance, rose 2 percent to Rs 951.10 apiece on BSE on news of a 35.6 percent year-on-year (YoY) surge in new business premiums in August.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersSBI Life Insurance also spiked nearly 2 percent to Rs 1,344.15 apiece on BSE as the company continued its upward trajectory with its new business premium rising by 15.7 percent year-on-year (YoY). HDFC Life Insurance company rose over 1 percent on the BSE to Rs 652 apiece on robust performance in August.In contrast, shares of ICICI Prudential and insurance behemoth Life Insurance Corporation (LIC) dipped. ICICI Prudential shares dropped 3 percent to Rs 521.80 apiece on the BSE as the company's premium fell in August. LIC’s premium dropped the most while annualised premium equivalent (APE) saw a minor rise.A look at the numbersHDFC Life InsuranceSBI Life InsuranceSBI Life Insurance continued its upward trajectory with a new business premium rising by 15.7 percent YoY. The company also boasted a significant 34 percent YoY growth in retail APE.Max Life InsuranceLICOn the other hand, LIC, the nation's largest life insurer, faced a challenging month. Its new business premium experienced a substantial decline of 34.7 percent YoY. However, the company managed to keep its head above water with a modest increase of 3 percent YoY in retail APE.ICICI PrudentialICICI Prudential experienced a decrease in new business premiums by 5.4 percent YoY. However, it demonstrated resilience with a significant boost of 12.3 percent YoY in retail APE.First Published: Sept 7, 2023 2:05 PM ISTFirst Published: Sept 7, 2023 2:05 PM ISTFirst Published: Sept 7, 2023 2:05 PM IST","By Anshul   
",CNBC
"Sept 7, 2023 3:03:37 PM IST ","Life insurance stocks in focus — LIC premiums fall the most in Aug, Max Financial 'best' performer","2 Min ReadStocks of some life insurance companies surged on Thursday, September 7, as soon as August's insurance numbers were announced. The shares of Max Financial Services, the holding company for Max Life Insurance, rose 2 percent to Rs 951.10 apiece on BSE on news of a 35.6 percent year-on-year (YoY) surge in new business premiums in August.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersSBI Life Insurance also spiked nearly 2 percent to Rs 1,344.15 apiece on BSE as the company continued its upward trajectory with its new business premium rising by 15.7 percent year-on-year (YoY). HDFC Life Insurance company rose over 1 percent on the BSE to Rs 652 apiece on robust performance in August.In contrast, shares of ICICI Prudential and insurance behemoth Life Insurance Corporation (LIC) dipped. ICICI Prudential shares dropped 3 percent to Rs 521.80 apiece on the BSE as the company's premium fell in August. LIC’s premium dropped the most while annualised premium equivalent (APE) saw a minor rise.Continue Reading","By Anshul   
",CNBC
"Sept 7, 2023 2:46:05 PM IST ","All 20 IPOs this year have delivered positive returns, so do not scoff at low subscriptions","3 Min Read2023 has been may not have been a Euphoric year for IPOs so far but it has not been a dull one either. The year has seen 20 companies go public so far, with another two in the pipeline and more IPOs to come for the rest of the year.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersAll the 20 listings so far have delivered positive returns to shareholders. While three of them have given single digit returns, a recent listing has even gone up by 2.5 times from its issue price.Continue Reading","By Hormaz Fatakia   
",CNBC
"Sept 7, 2023 2:46:05 PM IST ","All 20 IPOs this year have delivered positive returns, so do not scoff at low subscriptions","3 Min Read2023 has been may not have been a Euphoric year for IPOs so far but it has not been a dull one either. The year has seen 20 companies go public so far, with another two in the pipeline and more IPOs to come for the rest of the year.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersAll the 20 listings so far have delivered positive returns to shareholders. While three of them have given single digit returns, a recent listing has even gone up by 2.5 times from its issue price.Cyient DLM has maintained its 15-20 percent growth guidance in the engineering business for financial year 2024, while margins are likely to expand by 150-250 basis points.Does Poor Subscription Mean Underperformance?Five out of the 20 IPOs so far this year have had subscription of less than 10 times. Four out of those five have seen returns anywhere between 20-50 percent.A case in point is HMA Agro, which is the least subscribed IPO of the year so far at 1.62 times. However, the stock is up 36 percent from its IPO price. Shares of Avalon Tech, the IPO for which was subscribed 2.34 times, have seen gains of 35 percent from their IPO price.Shares of Udayashivakumar Infra are up only 3 percent from their IPO price. The issue was subscribed nearly 33 times. That 3 percent is also due to the 11 percent surge the stock saw on Wednesday, which took the returns into positive territory.Pyramid Technoplast, which also saw its IPO being oversubscribed 20 times, is trading near its IPO price with no significant gains.""There were a couple of IPOs where they tested out the market at the valuation which they wanted. And I believe so far, they have not been successful. One good discipline of this market and where it is difficult to say it is the top of the market is absence of large, overvalued IPO,"" Nilesh Shah of Kotak Mahindra AMC said.""So far, whatever IPOs have come are of reasonable quality and reasonable valuation. We have not seen a large IPO which creates fancy euphoria at an extreme overvaluation and hence, maybe it's too early to say it is top of the market,"" he added.First Published: Sept 7, 2023 9:21 AM ISTFirst Published: Sept 7, 2023 9:21 AM ISTFirst Published: Sept 7, 2023 9:21 AM IST","By Hormaz Fatakia   
",CNBC
"Sept 7, 2023 2:09:44 PM IST ","India dedicated funds see increased investments targeting mid and smallcap sectors, says EPFR Global","India-focused equity funds are not only maintaining their increased attraction  but are also witnessing a significant influx of capital targeted at the midcap and smallcap sectors.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersSpeaking in an interview with CNBC-TV18, Cameron Brandt, Director of Research at EPFR Global stated that it appears that India-focused equity funds will shine among emerging market country fund groups this week. These funds have maintained their attractiveness, unlike many other emerging market and equity fund groups, which have not fared as well.Continue Reading","By CNBC-TV18 
",CNBC
"Sept 7, 2023 2:09:44 PM IST ","India dedicated funds see increased investments targeting mid and smallcap sectors, says EPFR Global","India-focused equity funds are not only maintaining their increased attraction  but are also witnessing a significant influx of capital targeted at the midcap and smallcap sectors.NSETop Gainers
Top Losers
Most Active
Price Shockers
Volume ShockersSpeaking in an interview with CNBC-TV18, Cameron Brandt, Director of Research at EPFR Global stated that it appears that India-focused equity funds will shine among emerging market country fund groups this week. These funds have maintained their attractiveness, unlike many other emerging market and equity fund groups, which have not fared as well.The data from the Goldman Sachs report indicates a rise in FPI ownership of Nifty Midcap 100 stocks, rebounding from levels lower than those during the COVID-19 pandemic lows last year. Nonetheless, it's important to note that the ownership levels are still below those observed before the pandemic outbreak.For more details, watch the accompanying video(Edited by : C H Unnikrishnan)
First Published: Sept 7, 2023 2:04 PM IST(Edited by : C H Unnikrishnan)
First Published: Sept 7, 2023 2:04 PM IST(Edited by : C H Unnikrishnan)First Published: Sept 7, 2023 2:04 PM IST","By CNBC-TV18 
",CNBC
"Updated: Thu, Sep 07, 2023
08:51 pm","Swiggy's Senior VP of revenue & growth, Anuj Rathi quits","The spate of senior-level exits continue at online food delivery platform Swiggy and now, Anuj Rathi who was senior vice president of revenue and growth, on Thursday announced he has quit the company after ""a career-defining journey of 7 years"". In a LinkedIn post, Rathi said he decided to hang up boots and it has been an amazing ride.""When I started here, Swiggy was a 2-year-old startup - operating in a few cities and learning to deliver in a hockey-stick growth environment. Every month and every year has been a new challenge and a new learning opportunity for me professionally and personally,"" he posted.In May, Ashish Lingamneni, VP, head, brand and product marketing, and Nishad Kenkre, VP, head, revenue and growth, Instamart, left Swiggy.In April, the online food delivery platform confirmed that its Chief Technology Officer Dale Vaz decided to move on to pursue his entrepreneurial venture. Madhusudan Rao, who has been with Swiggy for over four years, took over as CTO.In the same month, Karthik Gurumurthy, SVP, Swiggy Instamart, decided to move on. According to the company, Gurumurthy went on a sabbatical and will ""join us back in three months"".In May, Swiggy CEO Sriharsha Majety said their food delivery business has turned profitable (as of March 2023), after factoring in all corporate costs, excluding employee stock option costs.Without sharing any numbers, Majety said that this is a milestone for food delivery globally.Swiggy experienced a significant increase in losses during the financial year 2023 (FY23), said tech investor Prosus in its annual report. Swiggy's losses for the entire FY23 amounted to approximately $545 million, representing an 80 per cent increase compared to around $300 million in FY22.As a majority shareholder with 33 per cent in the online food delivery platform, Prosus reported that its share of loss in Swiggy surged to $180 million in FY23, up from $100 million in FY22. This increase was attributed to investments in Instamart, Swiggy's quick-commerce arm.Catch the latest stock market updates here. For all other news related to business, politics, tech, sports, and auto, visit Zeebiz.com.",Written By: IANS,Zee Business
"Updated: Thu, Sep 07, 2023
04:09 pm",Hitachi Energy bags order from Ayana Renewable Power to provide grid connection solution,"Hitachi Energy India on Thursday said it has bagged an order from Ayana Renewable Power to provide a grid connection solution for their upcoming 300 MW solar project in Bikaner, Rajasthan. However, the company did not disclose the value of the order, a company statement said.Hitachi Energy will provide an engineering, procurement and construction management package that collects all the power generated by the plant and transfers it into the national transmission system. The project is scheduled to be commissioned in March 2024.""This project from Ayana Renewable Power is another step towards an integrated renewable energy system,"" said N Venu, Managing Director and CEO, India and South Asia, Hitachi Energy.Today, 33GW of clean power in India flows through Hitachi Energy's technology, as per the statement.Catch the latest stock market updates here. For all other news related to business, politics, tech, sports, and auto, visit Zeebiz.com.",Written By: PTI,Zee Business
"Updated: Thu, Sep 07, 2023
04:09 pm",Hitachi Energy bags order from Ayana Renewable Power to provide grid connection solution,"Hitachi Energy India on Thursday said it has bagged an order from Ayana Renewable Power to provide a grid connection solution for their upcoming 300 MW solar project in Bikaner, Rajasthan. However, the company did not disclose the value of the order, a company statement said.Hitachi Energy will provide an engineering, procurement and construction management package that collects all the power generated by the plant and transfers it into the national transmission system. The project is scheduled to be commissioned in March 2024.",Written By: PTI,Zee Business
"Updated: Thu, Sep 07, 2023
02:02 pm",HCLTech bags contract from Siemens to drive cloud-led digital transformation,"HCL Technologies has signed a multi-year managed public cloud services agreement with German technology and high-tech industry giant Siemens AG to modernise its IT landscape worldwide and power cloud-led digital transformation.The size of the contract was not disclosed.According to a release, HCLTech will focus on automating the public cloud environment while adhering to Siemens' security standards.",Written By: PTI,Zee Business
"Updated: Thu, Sep 07, 2023
02:02 pm",HCLTech bags contract from Siemens to drive cloud-led digital transformation,HCL Technologies has signed a multi-year managed public cloud services agreement with German technology and high-tech industry giant Siemens AG to modernise its IT landscape worldwide and power cloud-led digital transformation.The size of the contract was not disclosed.,Written By: PTI,Zee Business
"Updated: Thu, Sep 07, 2023
02:59 pm",Nazara Tech to raise Rs 410 crore from SBI Mutual Fund,"Online gaming company Nazara Technologies' board approved a proposal on Thursday to issue preferential shares worth Rs 410 crore to SBI Mutual Fund. The company said it will raise funds by issuing about 57.4 lakh shares, with face value of Rs 4 each, to the fund house at Rs 714 apiece, subject to shareholders' approval, according to a statement. The funds will be invested via three SBI Mutual Fund schemes: SBI Multicap Fund, SBI Magnum Global Fund and SBI Technology Opportunities Fund. Nazara Tech shares recovered more than half of their intraday losses after the news. At 1:20 pm, Nazara Tech shares were down one per cent at Rs 873.6 apiece on BSE, after falling as much as 2.6 per cent to Rs 859.7 apiece earlier during the session. “Making India the gaming nation of the world has been a long-pursued dream for all of us at Nazara. India’s largest domestic mutual fund investing in Nazara is an important milestone for us in this two-decade-long journey. We are very excited to welcome SBI Mutual Fund as our investor,"" said Nitish Mittersain, CEO of Nazara Technologies. Nazara Tech said the infusion of funds will be utilised to invest in funding requirements and growth objectives of the company, including strategic acquisitions and investments in various companies, and growth and funding requirements based on the business opportunities.""Highly respected investors backing Nazara makes me very proud of what we have built and I would like to extend a hearty welcome to SBI Mutual Fund,"" said Vikash Mittersain, Chairman and MD of Nazara Tech. ",Written By: ZeeBiz WebTeam,Zee Business
"Updated: Thu, Sep 07, 2023
10:49 am","Amazon no longer selling print, Kindle, magazine subscriptions","Amazon is no longer selling print and Kindle, magazine and newspaper subscriptions, leaving several independent publishers stranded. First announced last year, the new Amazon policy came into effect this week. “You will no longer receive issues of your Kindle subscriptions after September 4, 2023. We will issue you a pro-rated refund for any undelivered issues within 3-5 business days,” the company informed in an update. The annual subscriptions will not renew at the end of their terms.“Please contact the publisher directly to cancel your Print Newsstand subscription,” the company said. A recent editorial in the August issue of Fantasy Magazine read that it is with “real sadness that we have to announce that October 2023 will be our last issue”. “People will want to know why, of course, and the answer is the expected one: Unfortunately Fantasy never reached a point of paying for itself, and with the Kindle Periodicals mess it's just not sustainable,” it added.Last March, Amazon announced it will stop all of its print and Kindle magazine and newspaper subscriptions from next year. “Since that announcement, independent publishers have been scrambling to figure out how to make up for the loss in income that would ensue when many of their subscribers would suddenly disappear,” reports The Verge. Some publishers have been invited to become part of Amazon's Kindle Unlimited programme, where people pay a monthly fee for access to books and “select” magazine subscriptions.",Written By: IANS,Zee Business
"Updated: Thu, Sep 07, 2023
08:18 am","BlackBerry expects to report drop in quarterly revenue, shares dive","BlackBerry forecast a 21.4 per cent decline in its second-quarter revenue due to weakness in the Canadian technology company's cybersecurity segment, sending its US-listed shares nearly 10 per cent lower in extended trading on Wednesday.In its preliminary results announcement for the quarter, the company said it expects revenue of about $132 million, compared with $168 million last year. Four analysts polled by LSEG expect BlackBerry to report sales of $156.9 million.""Given the product mix, delays in closing certain large deals are expected to impact revenue recognized in the quarter,"" said BlackBerry's Executive Chair and CEO, John Chen.In August, media reports said private equity firm Veritas Capital made an offer to buy BlackBerry, months after the Canadian company began a strategic review.The company expects revenue in its cybersecurity unit to be about $80 million, lower than $111 million last year.",Written By: Reuters,Zee Business
"Updated: Thu, Sep 07, 2023
08:52 am",TCS inks $1 billion deal with Jaguar to build future-ready digital services,"Software major Tata Consultancy Services (TCS) on Wednesday announced that it has inked a nearly $1 billion (800 million pounds) deal with the Jaguar Land Rover (JLR) to transform, simplify, and help manage its digital estate and build a new future-ready, strategic technology architecture.TCS will use its contextual knowledge, deep domain expertise, proprietary platforms, vast partner ecosystem, and future-ready talent pool to assist JLR in improving its digital capacity, transforming, simplifying, and managing its digital estate, and building a new, future-ready digital core to support its business transformation.""This is a truly bi-modal partnership where the efficiencies from leaner operations will help fund the new digital core, while our contextual knowledge and expertise will de-risk and accelerate that transformation,"" Anupam Singhal, Business Group Head-Manufacturing, TCS, said in a statement.As part of the new partnership, TCS will deliver a broad range of services spanning application development and maintenance, enterprise infrastructure management, cloud migration, cybersecurity and data services, the company said.""Building world-class partnerships and maximising the benefits of being part of the Tata Group is a key part of our Reimagine strategy. Consistent with this, we are pleased to expand our long-term relationship with TCS to accelerate our digital transformation,"" said Nigel Blenkinsop, Executive Director, Enterprise Performance & Quality, JLR.Moreover, the company said by leveraging new technologies to transform core IT operations and adopting new ways of working, TCS will enable a leaner, more agile and scalable operating model.Through synergies and economies of scale with suppliers, this partnership will deliver substantial savings for JLR over the next five years, unlocking free cash flow to reinvest into the future.Outside of the new contract, TCS is partnering with JLR to help accelerate its vision of modern luxury client experience tailored to different markets globally.TCS has operated in the UK for more than 45 years and works with over 200 of the nation's best-known and most-loved businesses. TCS is the leading supplier of software and IT services to the UK market, by revenue. It currently employs more than 23,000 people in the UK and Ireland.Catch the latest stock market updates here. For all other news related to business, politics, tech, sports, and auto, visit Zeebiz.com",Written By: IANS,Zee Business
"Updated: Wed, Sep 06, 2023
04:37 pm","Ather Energy raises Rs 900 crore from Hero MotoCorp, GIC","Electric vehicle firm Ather Energy on Wednesday said it has raised Rs 900 crore from existing shareholders Hero MotoCorp and global investment firm GIC through a rights issue.Ather Energy said it plans to use the funds for new product launch and expansion of its charging infrastructure and retail network.“Last few years have demonstrated just how quick the EV transition in India can be and how it will be led by 2 wheelers. This round will allow us to expand our product portfolio while expanding our footprint,” said Tarun Mehta, CEO and Co-founder, Ather Energy.Ather witnessed sound growth in FY23, with the company's revenue jumping 4.4 times to Rs 1,783 crore from Rs 408 crore in FY22. The EV firm also increased its retail footprint by 4 times, to 130 stores from 30 stores last year.Currently, Ather Energy has over 200 retail touchpoints across more than 100 cities and a public fast-charging networks for electric two-wheelers with over 1,500 Ather Grids.Ather recently expanded its product portfolio with 2.9 kWh and 3.7 kWh battery options in the flagship 450X as well as an entry level product, the 450S, to address a bigger segment of the two-wheeler market.Founded in 2013 by IIT Madras alumni Mehta and Swapnil Jain, Ather is backed by Hero MotoCorp, GIC, NIIF, Sachin Bansal, and Tiger Global. It currently operates in over 100 cities including Bengaluru, Delhi, Chennai, Hyderabad, Pune, Jaipur, Kochi, Ahmedabad, Mumbai, Mysore, and Kolkata.Catch the latest stock market updates here. For all other news related to business, politics, tech, sports, and auto, visit Zeebiz.com.",Written By: IANS,Zee Business
"Updated: Wed, Sep 06, 2023
09:21 pm","India Resurgence Fund to acquire API and CRAMS business of Ind-Swift Laboratories for Rs 1,650 crore","The board of directors of Ind-Swift Laboratories Limited on Wednesday approved a business transfer of its active pharmaceutical ingredients (API) and contract research and manufacturing services (CRAMS) to Synthimed Labs Private Limited (Synthimed), a portfolio company of India Resurgence Fund (IndiaRF). IndiaRF, a leading India-focused investment platform promoted by Piramal Enterprises Limited and Bain Capital, will acquire the business for a consideration of Rs 1,650 crore.
Ind-Swift's share price ended the day up more than 19 per cent at Rs 123 on the BSE.Ind-Swift is among the top 10 independent merchant API businesses in India in size, with two manufacturing sites in Punjab and Jammu, and a combined reactor capacity of 700 KL catering to both regulated and unregulated markets.The API business has strong market and cost position with diverse therapeutic presence across the US, Japan, Korea, EU, Brazil and India. Ind-Swift had reported a consolidated revenue of Rs 1,207 crore and consolidated EBITDA of Rs 256 crore in FY23.Shareholder and regulatory approvals are required for the completion of the transaction. Synthimed will also acquire an intermediate manufacturing facility from the promoter group.Commenting on the transaction, Shantanu Nalavadi, Managing Director at IndiaRF, said, ""IndiaRF is excited about the transformation potential of Ind-Swift. Ind-Swift has a strong market presence and competitive cost position.""We believe the business needs the necessary capital infusion for it to acquire scale and move upwards in the growth trajectory. ""We are committed to invest further primary capital into the businesses to expand capacity on back of growth from newer geographies and investment in new product development across both API and CRAMS, to provide a larger portfolio of products to its customers.”N.R. Munjal, Chairman and Managing Director at Ind-Swift, said, “Ind-Swift is among the largest independent API players in India and has had the track recording of developing API molecules with customer centric approach and has created high quality facilities. ""We are delighted that IndiaRF, which has a pedigree and track record in transforming businesses across varied sectors, will support and invest in the growth of the business.""PwC acted as the exclusive financial advisor to Ind-Swift on this transaction.Catch the latest stock market updates here. For all other business, politics, tech, sports, and auto news, visit Zeebiz.com.",Written By: IANS,Zee Business
Sep 07 2023 | 6:52 PM IST,Rupee closes at record low against US dollar amid global slowdown concerns,"The Indian rupee hit a fresh closing low on Thursday as persistent concerns about a slowdown in China and the possibility of further rate hikes in the US weighed heavily on investors’ minds. Public sector banks sold dollars on behalf of the Reserve Bank of India (RBI), which prevented a sharper fall, currency dealers said.

The current market sentiment appears dull, with a noticeable absence of catalysts for optimism, the dealers said.

The domestic currency ended the day at 83.21 a dollar compared to 83.14 on Wednesday. It had touched an intra-day low of 83.22 a dollar. The previous all-time closing low for the rupee was 83.15, on August 17.

“Weakness in equity markets, a rising US Dollar Index, and a slump in Chinese external trade are weighing on the sentiments. Over the near term, we could see USDINR cross the current all-time high of 83.29 [intra-day] and head higher towards 83.60/80 levels. Therefore, we expect a broad range of 82.80 and 83.60 over the near term,” Anindya Banerjee, vice-president (currency derivatives & interest rate derivatives) at Kotak Securities, said.

While domestic fundamentals have stayed strong, external factors continue to pressure the Indian currency. The rupee has depreciated by 0.5 per cent in the first week of September, while it depreciated by 0.6 per cent in August.

In the current financial year, the rupee has depreciated by 1.25 per cent. It fell 7.8 per cent in the previous financial year (FY23). In the current calendar year, the rupee has depreciated by 0.6 per cent.
",Anjali Kumari |  |  | ,Business Standard
Sep 07 2023 | 7:50 PM IST,Issuers scale down fund raise than target amount amid volatile market,"Bond issuers are raising less than the target from the market as volatility has increased and yields have hardened.

HDB Financial Services, a non-banking financial company (NBFC) floated by the country's largest private sector lender, HDFC Bank, mopped up only Rs 720 crore against its intent of taking up to Rs 1,800 crore through 23-month non-convertible debentures (NCDs).

The privately placed bonds of HDB Financial had a base issue size of Rs 600 crore, plus a green shoe option of Rs 1,200 crore. The coupon (also known as yield) was fixed at 7.7 per cent. HDB’s paper carries an “AAA” rating from CRISIL, which on September 1, assigned a rating for Rs 20,000 crore worth of NCDs.

In another case, large mortgage lender LIC Housing Finance raised Rs 941 crore against an indicative amount of Rs 1,500 crore. This bond with 59-month maturity, which was also placed privately, had a base issue size of Rs 500 crore, plus a green shoe option of Rs 1,000 crore. The coupon (also known as yield) was fixed at 7.77 per cent.

Bond market dealers said the big-ticket fundraise had slowed down. Only small-ticket issues are going through. For instance, Varroc Engineering raised Rs 250 crore through a five-year bond at a coupon of 9.2 per cent. Its NCDs carry an “A+” rating from India Ratings.

Microfinance company Spandana Sphoorty raised Rs 100 crore through debentures having an 18-month maturity at a coupon of 10.43 per cent. The debentures carry an “A” rating from India Ratings, bond dealers said.
",Abhijit Lele |  |  | ,Business Standard
Sep 07 2023 | 5:35 PM IST,Markets gain for a fourth consecutive day: Sensex ends 385 points higher,"The benchmark Sensex and the Nifty50 ended in the green for the fourth consecutive day on Thursday, led by gains in banking stocks and engineering behemoth Larsen & Toubro (L&T).
  The broader markets, meanwhile, clocked their new lifetime highs on the day with the BSE 200 index closing at 8,653, the BSE 500 at 27,558, the BSE Midcap at 32,375, the BSE Smallcap at 38,101, the Nifty Midcap 100 at 40,593.9 and the Nifty Smallcap 100 at 12,734.15.
  After trading listless for most part of the day, the benchmark indices witnessed sharp increase in the last couple of hours of trade amid an over 4 per cent spike in the shares of L&T following a report that it had bagged a Rs 24,000 crore order from Saudi Aramco.
The Sensex rose 385 points or 0.6 per cent to end at 66,266, the most since August 9 while the Nifty50 rallied 116 points or 0.6 per cent to finish at 19,727, the most since August 1.
  The 30-share index is now 2.6 per cent below its all-time closing high of 67,619 hit on July 20 while the Nifty50 is 1.3 per cent below its closing high of 19,992, also logged on the same day.
  The market capitalisation of all BSE-listed companies also made a fresh high of Rs 319 trillion ($3.8 trillion).  
 ",BS Reporter |  |  | ,Business Standard
